kegg:path:hsa00010	equivalentTo	wikipathways:WP534
kegg:path:hsa00010	partOf	reactome:R-HSA-1430728
kegg:path:hsa00010	partOf	reactome:R-HSA-70326
kegg:path:hsa00010	partOf	reactome:R-HSA-71387
kegg:path:hsa00020	equivalentTo	reactome:R-HSA-71403
kegg:path:hsa00020	equivalentTo	wikipathways:WP78
kegg:path:hsa00030	equivalentTo	reactome:R-HSA-71336
kegg:path:hsa00030	equivalentTo	wikipathways:WP134
kegg:path:hsa00030	partOf	wikipathways:WP534
kegg:path:hsa00040	partOf	reactome:R-HSA-1430728
kegg:path:hsa00040	partOf	wikipathways:WP698
kegg:path:hsa00051	partOf	reactome:R-HSA-1430728
kegg:path:hsa00053	partOf	reactome:R-HSA-1430728
kegg:path:hsa00061	equivalentTo	wikipathways:WP357
kegg:path:hsa00061	partOf	reactome:R-HSA-1430728
kegg:path:hsa00062	partOf	reactome:R-HSA-1430728
kegg:path:hsa00062	partOf	reactome:R-HSA-211935
kegg:path:hsa00062	partOf	reactome:R-HSA-556833
kegg:path:hsa00062	partOf	reactome:R-HSA-8978868
kegg:path:hsa00071	partOf	reactome:R-HSA-1430728
kegg:path:hsa00071	partOf	reactome:R-HSA-556833
kegg:path:hsa00071	partOf	reactome:R-HSA-8978868
kegg:path:hsa00072	equivalentTo	reactome:R-HSA-74182
kegg:path:hsa00072	equivalentTo	wikipathways:WP311
kegg:path:hsa00072	partOf	reactome:R-HSA-1430728
kegg:path:hsa00100	equivalentTo	wikipathways:WP496
kegg:path:hsa00100	partOf	reactome:R-HSA-1430728
kegg:path:hsa00100	partOf	reactome:R-HSA-8957322
kegg:path:hsa00120	partOf	reactome:R-HSA-1430728
kegg:path:hsa00120	partOf	reactome:R-HSA-192105
kegg:path:hsa00120	partOf	reactome:R-HSA-193368
kegg:path:hsa00120	partOf	reactome:R-HSA-193775
kegg:path:hsa00120	partOf	reactome:R-HSA-194068
kegg:path:hsa00130	partOf	reactome:R-HSA-1430728
kegg:path:hsa00130	partOf	reactome:R-HSA-196854
kegg:path:hsa00140	partOf	reactome:R-HSA-1430728
kegg:path:hsa00140	partOf	reactome:R-HSA-196071
kegg:path:hsa00190	equivalentTo	wikipathways:WP623
kegg:path:hsa00190	partOf	reactome:R-HSA-1428517
kegg:path:hsa00190	partOf	reactome:R-HSA-1430728
kegg:path:hsa00220	partOf	reactome:R-HSA-1430728
kegg:path:hsa00220	partOf	reactome:R-HSA-70635
kegg:path:hsa00220	partOf	reactome:R-HSA-71291
kegg:path:hsa00220	partOf	wikipathways:WP3925
kegg:path:hsa00220	partOf	wikipathways:WP497
kegg:path:hsa00230	partOf	reactome:R-HSA-15869
kegg:path:hsa00230	partOf	reactome:R-HSA-8956319
kegg:path:hsa00230	partOf	wikipathways:WP186
kegg:path:hsa00230	partOf	wikipathways:WP404
kegg:path:hsa00230	partOf	wikipathways:WP466
kegg:path:hsa00232	partOf	reactome:R-HSA-1430728
kegg:path:hsa00232	partOf	wikipathways:WP3633
kegg:path:hsa00240	equivalentTo	wikipathways:WP4022
kegg:path:hsa00240	partOf	reactome:R-HSA-15869
kegg:path:hsa00250	partOf	reactome:R-HSA-1430728
kegg:path:hsa00250	partOf	reactome:R-HSA-71291
kegg:path:hsa00250	partOf	wikipathways:WP3925
kegg:path:hsa00260	partOf	reactome:R-HSA-140179
kegg:path:hsa00260	partOf	reactome:R-HSA-1430728
kegg:path:hsa00260	partOf	reactome:R-HSA-70614
kegg:path:hsa00260	partOf	reactome:R-HSA-71291
kegg:path:hsa00260	partOf	wikipathways:WP3925
kegg:path:hsa00260	partOf	wikipathways:WP497
kegg:path:hsa00270	partOf	reactome:R-HSA-1430728
kegg:path:hsa00270	partOf	reactome:R-HSA-1614635
kegg:path:hsa00270	partOf	reactome:R-HSA-71291
kegg:path:hsa00270	partOf	wikipathways:WP3925
kegg:path:hsa00280	partOf	reactome:R-HSA-1430728
kegg:path:hsa00280	partOf	reactome:R-HSA-70895
